id,name,average_amount_any_grant_aid,average_amount_any_loan_aid,average_coa,size_category,control,degree_urbanization,state
204617,Ohio Dominican University,18954,6106,35906,1-000 - 4-999,Private not-for-profit,Large,Ohio
204796,Ohio State University-Main Campus,7543,6662,28746,20-000 and above,Public,Large,Ohio
205027,Pontifical College Josephinum,5232,7599,34673,Under 1-000,Private not-for-profit,Large,Ohio
205957,Franciscan University of Steubenville,7459,5793,28986.66667,1-000 - 4-999,Private not-for-profit,Small,Ohio
206084,University of Toledo,7334,6304,22432.33333,20-000 and above,Public,Large,Ohio
206279,Union Institute & University,5636,9698,19426,1-000 - 4-999,Private not-for-profit,Large,Ohio
206525,Wittenberg University,21975,8321,49228,1-000 - 4-999,Private not-for-profit,Small,Ohio
206622,Xavier University,16741,8502,43880,5-000 - 9-999,Private not-for-profit,Large,Ohio
206695,Youngstown State University,6490,6241,18090.66667,10-000 - 19-999,Public,Small,Ohio
206914,Cameron University,5617,5279,16324.66667,5-000 - 9-999,Public,Small,Oklahoma
207324,Oklahoma Christian University,9083,6249,26972.66667,1-000 - 4-999,Private not-for-profit,Large,Oklahoma
207458,Oklahoma City University,15817,7658,42290,1-000 - 4-999,Private not-for-profit,Large,Oklahoma
207582,Oral Roberts University,12081,7896,29898.33333,1-000 - 4-999,Private not-for-profit,Large,Oklahoma
207971,University of Tulsa,19147,6765,43179.66667,1-000 - 4-999,Private not-for-profit,Large,Oklahoma
208239,The Art Institute of Portland,5345,7153,30609,1-000 - 4-999,Private for-profit,Large,Oregon
208488,Concordia University-Portland,12587,6548,34016.66667,1-000 - 4-999,Private not-for-profit,Large,Oregon
208725,New Hope Christian College,6298,6537,20743.33333,Under 1-000,Private not-for-profit,Midsize,Oregon
209056,Lewis & Clark College,21999,6593,51458,1-000 - 4-999,Private not-for-profit,Large,Oregon
209287,Multnomah University,5676,5392,30873.33333,Under 1-000,Private not-for-profit,Large,Oregon
209409,Northwest Christian University,14848,8268,31960,Under 1-000,Private not-for-profit,Midsize,Oregon
209542,Oregon State University,6036,6180,22899,20-000 and above,Public,Small,Oregon
209551,University of Oregon,6570,6281,25073,20-000 and above,Public,Midsize,Oregon
209603,Pacific Northwest College of Art,13609,7075,40730,Under 1-000,Private not-for-profit,Large,Oregon
209807,Portland State University,7378,6187,25024,20-000 and above,Public,Large,Oregon
209825,University of Portland,17777,6090,46900,1-000 - 4-999,Private not-for-profit,Large,Oregon
209922,Reed College,33933,4803,50413.33333,1-000 - 4-999,Private not-for-profit,Large,Oregon
210304,Warner Pacific College,7922,6816,30319.66667,1-000 - 4-999,Private not-for-profit,Large,Oregon
210401,Willamette University,23532,6361,50402,1-000 - 4-999,Private not-for-profit,Midsize,Oregon
210438,University of Western States,0,0,20769,Under 1-000,Private not-for-profit,Large,Oregon
210571,Albright College,18058,8289,42756.66667,1-000 - 4-999,Private not-for-profit,Small,Pennsylvania
210775,Alvernia University,12874,10090,39982,1-000 - 4-999,Private not-for-profit,Small,Pennsylvania
210942,The Art Institute of Philadelphia,4701,10388,31102,1-000 - 4-999,Private for-profit,Large,Pennsylvania
210960,The Art Institute of Pittsburgh,6288,8870,30998,1-000 - 4-999,Private for-profit,Large,Pennsylvania
211431,Carlow University,18324,6007,32442.66667,1-000 - 4-999,Private not-for-profit,Large,Pennsylvania
211440,Carnegie Mellon University,23232,7110,57520,10-000 - 19-999,Private not-for-profit,Large,Pennsylvania
211468,Cedar Crest College,19680,7267,38762.66667,1-000 - 4-999,Private not-for-profit,Midsize,Pennsylvania
211556,Chatham University,19275,6007,40439.33333,1-000 - 4-999,Private not-for-profit,Large,Pennsylvania
211583,Chestnut Hill College,16570,13107,38820,1-000 - 4-999,Private not-for-profit,Large,Pennsylvania
211893,Curtis Institute of Music,12076,3542,16645.66667,Under 1-000,Private not-for-profit,Large,Pennsylvania
212054,Drexel University,16081,10483,49761.66667,20-000 and above,Private not-for-profit,Large,Pennsylvania
212106,Duquesne University,14569,7865,38258.33333,5-000 - 9-999,Private not-for-profit,Large,Pennsylvania
212577,Franklin and Marshall College,29705,5623,56580,1-000 - 4-999,Private not-for-profit,Small,Pennsylvania
212601,Gannon University,16769,7664,35570,1-000 - 4-999,Private not-for-profit,Midsize,Pennsylvania
212984,Holy Family University,14584,7459,33752,1-000 - 4-999,Private not-for-profit,Large,Pennsylvania
213321,King's College,15885,7799,37984,1-000 - 4-999,Private not-for-profit,Small,Pennsylvania
213367,La Salle University,20872,7389,42853,5-000 - 9-999,Private not-for-profit,Large,Pennsylvania
213543,Lehigh University,27928,6945,50406.66667,5-000 - 9-999,Private not-for-profit,Small,Pennsylvania
213668,Lycoming College,21138,7233,44639,1-000 - 4-999,Private not-for-profit,Small,Pennsylvania
213826,Marywood University,18496,8995,37868.33333,1-000 - 4-999,Private not-for-profit,Small,Pennsylvania
213987,Mercyhurst College,14990,7532,41746,1-000 - 4-999,Private not-for-profit,Midsize,Pennsylvania
214148,Moore College of Art and Design,15202,7760,44121.33333,Under 1-000,Private not-for-profit,Large,Pennsylvania
214157,Moravian College and Moravian Theological Seminary,17130,7809,44462,1-000 - 4-999,Private not-for-profit,Small,Pennsylvania
214175,Muhlenberg College,17064,10303,51595,1-000 - 4-999,Private not-for-profit,Midsize,Pennsylvania
214689,Pennsylvania State University-Penn State Altoona,6766,7396,27719.33333,1-000 - 4-999,Public,Small,Pennsylvania
214777,Pennsylvania State University-Main Campus,8250,7680,35029.33333,20-000 and above,Public,Small,Pennsylvania
214883,Peirce College,7139,8839,21562,1-000 - 4-999,Private not-for-profit,Large,Pennsylvania
214971,Pennsylvania Academy of the Fine Arts,14628,6116,36590,Under 1-000,Private not-for-profit,Large,Pennsylvania
215053,Pennsylvania College of Art and Design,5850,9190,26413,Under 1-000,Private not-for-profit,Small,Pennsylvania
215062,University of Pennsylvania,34658,4816,57360,20-000 and above,Private not-for-profit,Large,Pennsylvania
215099,Philadelphia University,16192,7983,42182,1-000 - 4-999,Private not-for-profit,Large,Pennsylvania
215105,The University of the Arts,17501,7109,47579,1-000 - 4-999,Private not-for-profit,Large,Pennsylvania
215132,University of the Sciences,14199,10735,44972,1-000 - 4-999,Private not-for-profit,Large,Pennsylvania
215293,University of Pittsburgh-Pittsburgh Campus,10833,8061,29666.66667,20-000 and above,Public,Large,Pennsylvania
215442,Point Park University,14729,6393,32646.66667,1-000 - 4-999,Private not-for-profit,Large,Pennsylvania
215770,Saint Joseph's University,16105,9743,49944,5-000 - 9-999,Private not-for-profit,Large,Pennsylvania
215929,University of Scranton,18508,8190,45986,5-000 - 9-999,Private not-for-profit,Small,Pennsylvania
216311,Talmudical Yeshiva of Philadelphia,8687,0,17900,Under 1-000,Private not-for-profit,Large,Pennsylvania
216339,Temple University,6961,7701,28899.66667,20-000 and above,Public,Large,Pennsylvania
216931,Wilkes University,17577,7999,39226,5-000 - 9-999,Private not-for-profit,Small,Pennsylvania
217040,Yeshivath Beth Moshe,6094,2625,13700,Under 1-000,Private not-for-profit,Small,Pennsylvania
217156,Brown University,31627,6464,56150,5-000 - 9-999,Private not-for-profit,Midsize,Rhode Island
217235,Johnson & Wales University-Providence,11070,7466,38771,10-000 - 19-999,Private not-for-profit,Midsize,Rhode Island
217402,Providence College,21775,8818,54840,1-000 - 4-999,Private not-for-profit,Midsize,Rhode Island
217493,Rhode Island School of Design,20942,5836,57629,1-000 - 4-999,Private not-for-profit,Midsize,Rhode Island
217624,Allen University,7397,7326,19326.66667,Under 1-000,Private not-for-profit,Midsize,South Carolina
217633,Anderson University,17641,6183,34885,1-000 - 4-999,Private not-for-profit,Small,South Carolina
217688,Charleston Southern University,15640,6320,31373.33333,1-000 - 4-999,Private not-for-profit,Small,South Carolina
217721,Benedict College,11324,11460,28932,1-000 - 4-999,Private not-for-profit,Midsize,South Carolina
217749,Bob Jones University,6689,3258,24422.66667,1-000 - 4-999,Private for-profit,Small,South Carolina
217819,College of Charleston,8778,6234,26060.66667,10-000 - 19-999,Public,Midsize,South Carolina
217864,Citadel Military College of South Carolina,10462,7385,29489.66667,1-000 - 4-999,Public,Midsize,South Carolina
217925,Columbia International University,11823,7984,25055,1-000 - 4-999,Private not-for-profit,Midsize,South Carolina
217934,Columbia College,21481,5981,36928,1-000 - 4-999,Private not-for-profit,Midsize,South Carolina
217961,Converse College,20728,8274,36974.66667,1-000 - 4-999,Private not-for-profit,Small,South Carolina
218399,Morris College,7334,6006,18812,Under 1-000,Private not-for-profit,Small,South Carolina
218663,University of South Carolina-Columbia,7453,6073,28458.66667,20-000 and above,Public,Midsize,South Carolina
218724,Coastal Carolina University,7258,7329,23989,5-000 - 9-999,Public,Small,South Carolina
218964,Winthrop University,9018,6599,27539.33333,5-000 - 9-999,Public,Small,South Carolina
218973,Wofford College,23100,5265,42938.66667,1-000 - 4-999,Private not-for-profit,Small,South Carolina
219000,Augustana College,15669,8904,35620,1-000 - 4-999,Private not-for-profit,Midsize,South Dakota
219204,National American University-Rapid City,4081,5823,20676,1-000 - 4-999,Private for-profit,Small,South Dakota
219347,South Dakota School of Mines and Technology,4128,6058,20006.66667,1-000 - 4-999,Public,Small,South Dakota
219383,University of Sioux Falls,14534,8400,31686.66667,1-000 - 4-999,Private not-for-profit,Midsize,South Dakota
219505,American Baptist College,2578,3484,17018,Under 1-000,Private not-for-profit,Large,Tennessee
219602,Austin Peay State University,7350,5285,22432,10-000 - 19-999,Public,Midsize,Tennessee
219639,Baptist Memorial College of Health Sciences,6946,6138,21065.33333,Under 1-000,Private not-for-profit,Large,Tennessee
219709,Belmont University,10725,6459,39930,5-000 - 9-999,Private not-for-profit,Large,Tennessee
219833,Christian Brothers University,20618,6387,33112.66667,1-000 - 4-999,Private not-for-profit,Large,Tennessee
219976,Lipscomb University,13146,7766,33664,1-000 - 4-999,Private not-for-profit,Large,Tennessee
220075,East Tennessee State University,7023,5216,25789.33333,10-000 - 19-999,Public,Small,Tennessee
220181,Fisk University,12590,6876,31142.66667,Under 1-000,Private not-for-profit,Large,Tennessee
220206,Free Will Baptist Bible College,7665,6075,21004.66667,Under 1-000,Private not-for-profit,Large,Tennessee
220516,King College,17823,6870,35009.33333,1-000 - 4-999,Private not-for-profit,Small,Tennessee
220552,South College,6706,9647,30204,1-000 - 4-999,Private for-profit,Midsize,Tennessee
220598,Lane College,6727,5979,14170,1-000 - 4-999,Private not-for-profit,Small,Tennessee
220604,Le Moyne-Owen College,4023,3607,17385.33333,1-000 - 4-999,Private not-for-profit,Large,Tennessee
220613,Lee University,10810,8153,22976.66667,1-000 - 4-999,Private not-for-profit,Small,Tennessee
220808,Memphis College of Art,14890,5859,37700,Under 1-000,Private not-for-profit,Large,Tennessee
220862,University of Memphis,8458,5323,23941.66667,20-000 and above,Public,Large,Tennessee
220941,Victory University,2440,3519,19391,Under 1-000,Private for-profit,Large,Tennessee
220978,Middle Tennessee State University,7801,5156,26624,20-000 and above,Public,Midsize,Tennessee
221254,O'More College of Design,10455,5960,33412,Under 1-000,Private not-for-profit,Small,Tennessee
221351,Rhodes College,20636,5568,45939.33333,1-000 - 4-999,Private not-for-profit,Large,Tennessee
221740,The University of Tennessee at Chattanooga,7365,5059,24021.33333,10-000 - 19-999,Public,Midsize,Tennessee
221759,The University of Tennessee,8407,6716,29285,20-000 and above,Public,Midsize,Tennessee
221838,Tennessee State University,8871,6660,19000.66667,5-000 - 9-999,Public,Large,Tennessee
221856,Tennessee Temple University,5632,6636,23280,Under 1-000,Private not-for-profit,Midsize,Tennessee
221892,Trevecca Nazarene University,11693,4537,32765,1-000 - 4-999,Private not-for-profit,Large,Tennessee
221971,Union University,13963,6180,40000,1-000 - 4-999,Private not-for-profit,Small,Tennessee
221999,Vanderbilt University,37641,7322,58554,10-000 - 19-999,Private not-for-profit,Large,Tennessee
222178,Abilene Christian University,10856,12056,38250,1-000 - 4-999,Private not-for-profit,Midsize,Texas
222831,Angelo State University,6183,5260,19370.33333,5-000 - 9-999,Public,Small,Texas
222877,Arlington Baptist College,2775,5128,18673.33333,Under 1-000,Private not-for-profit,Large,Texas
222938,The Art Institute of Houston,6075,8442,31184,1-000 - 4-999,Private for-profit,Large,Texas
222983,Austin College,19879,8044,38410,1-000 - 4-999,Private not-for-profit,Small,Texas
223232,Baylor University,16625,7794,45011,10-000 - 19-999,Private not-for-profit,Midsize,Texas
224147,Texas A & M University-Corpus Christi,7754,6115,19584,10-000 - 19-999,Public,Large,Texas
224226,Dallas Baptist University,11249,8733,31156,5-000 - 9-999,Private not-for-profit,Large,Texas
224323,University of Dallas,18183,6295,47576,1-000 - 4-999,Private not-for-profit,Midsize,Texas
224545,Texas A & M University-Texarkana,7332,4631,15304.33333,1-000 - 4-999,Public,Small,Texas
224776,South University-The Art Institute of Dallas,5341,7895,30589,1-000 - 4-999,Private for-profit,Large,Texas
225247,Hardin-Simmons University,11522,5917,32638,1-000 - 4-999,Private not-for-profit,Midsize,Texas
225399,Houston Baptist University,14421,9821,35641.66667,1-000 - 4-999,Private not-for-profit,Large,Texas
225432,University of Houston-Downtown,8214,2309,22088,10-000 - 19-999,Public,Large,Texas
225502,University of Houston-Victoria,7627,4356,19141.33333,1-000 - 4-999,Public,Small,Texas
225511,University of Houston,9117,6585,21962.33333,20-000 and above,Public,Large,Texas
225575,Huston-Tillotson University,7232,8238,21845.33333,Under 1-000,Private not-for-profit,Large,Texas
225627,University of the Incarnate Word,14971,6736,31864,5-000 - 9-999,Private not-for-profit,Large,Texas
226091,Lamar University,7825,6593,24947,10-000 - 19-999,Public,Midsize,Texas
226231,LeTourneau University,12642,9206,36040,1-000 - 4-999,Private not-for-profit,Small,Texas
226383,Lubbock Christian University,8389,7093,26385.33333,1-000 - 4-999,Private not-for-profit,Midsize,Texas
226587,McMurry University,13365,7208,30953,1-000 - 4-999,Private not-for-profit,Midsize,Texas
226833,Midwestern State University,7070,5516,15740,5-000 - 9-999,Public,Midsize,Texas
227216,University of North Texas,10644,5344,21331,20-000 and above,Public,Midsize,Texas
227331,Our Lady of the Lake University-San Antonio,20140,5975,32140.66667,1-000 - 4-999,Private not-for-profit,Large,Texas
227368,The University of Texas-Pan American,11120,3804,17378.33333,10-000 - 19-999,Public,Small,Texas
227377,The University of Texas at Brownsville,7008,3584,18691.66667,10-000 - 19-999,Public,Midsize,Texas
227429,Paul Quinn College,6111,4266,17566.66667,Under 1-000,Private not-for-profit,Large,Texas
227757,Rice University,28196,6738,46081,5-000 - 9-999,Private not-for-profit,Large,Texas
227845,Saint Edward's University,17900,8978,38405.33333,5-000 - 9-999,Private not-for-profit,Large,Texas
227863,University of St Thomas,13804,6797,36497.33333,1-000 - 4-999,Private not-for-profit,Large,Texas
228149,St. Mary's University,16684,7304,31676,1-000 - 4-999,Private not-for-profit,Large,Texas
228644,The University of Texas Health Science Center at San Antonio,0,0,15926,1-000 - 4-999,Public,Large,Texas
228723,Texas A & M University-College Station,9531,8844,23119.66667,20-000 and above,Public,Small,Texas
228769,The University of Texas at Arlington,9421,5343,21420,20-000 and above,Public,Large,Texas
228778,The University of Texas at Austin,9097,6109,28810.66667,20-000 and above,Public,Large,Texas
228787,The University of Texas at Dallas,13246,5982,25553.33333,10-000 - 19-999,Public,Small,Texas
228796,The University of Texas at El Paso,11485,3694,20839,20-000 and above,Public,Large,Texas
228802,The University of Texas at Tyler,6814,5690,20232,5-000 - 9-999,Public,Small,Texas
228875,Texas Christian University,14953,8257,46110,5-000 - 9-999,Private not-for-profit,Large,Texas
228884,Texas College,7594,6837,18532,Under 1-000,Private not-for-profit,Small,Texas
229018,The University of Texas of the Permian Basin,6507,3414,15616.66667,1-000 - 4-999,Public,Small,Texas
229027,The University of Texas at San Antonio,8671,5931,19978.66667,20-000 and above,Public,Large,Texas
229063,Texas Southern University,10313,8387,22367.66667,5-000 - 9-999,Public,Large,Texas
229115,Texas Tech University,8198,9085,18189,20-000 and above,Public,Midsize,Texas
229160,Texas Wesleyan University,12525,8843,28832,1-000 - 4-999,Private not-for-profit,Large,Texas
229179,Texas Woman's University,7888,5945,18253,10-000 - 19-999,Public,Midsize,Texas
229267,Trinity University,17484,7398,44422,1-000 - 4-999,Private not-for-profit,Large,Texas
230038,Brigham Young University-Provo,4366,6156,14178.66667,20-000 and above,Private not-for-profit,Midsize,Utah
230728,Utah State University,6628,5667,17466.66667,20-000 and above,Public,Small,Utah
230737,Utah Valley University,4745,5139,16219.83333,20-000 and above,Public,Small,Utah
230764,University of Utah,7763,7086,24227.33333,20-000 and above,Public,Midsize,Utah
230782,Weber State University,4165,3786,17027.33333,20-000 and above,Public,Small,Utah
230807,Westminster College,14364,6684,39170,1-000 - 4-999,Private not-for-profit,Midsize,Utah
230825,Burlington College,9552,13361,31046.33333,Under 1-000,Private not-for-profit,Small,Vermont
230852,Champlain College,9756,7488,38506.66667,1-000 - 4-999,Private not-for-profit,Small,Vermont
231174,University of Vermont,12970,5963,34104.66667,10-000 - 19-999,Public,Small,Vermont
231420,Averett University,14225,11669,31286.66667,Under 1-000,Private not-for-profit,Small,Virginia
231651,Regent University,7651,6924,25578.33333,5-000 - 9-999,Private not-for-profit,Large,Virginia
231712,Christopher Newport University,4133,6437,24299.33333,1-000 - 4-999,Public,Midsize,Virginia
231837,Jefferson College of Health Sciences,10085,8177,29899.33333,1-000 - 4-999,Private not-for-profit,Small,Virginia
232043,Eastern Mennonite University,14980,6742,33986.66667,1-000 - 4-999,Private not-for-profit,Small,Virginia
232265,Hampton University,9637,6487,29248,5-000 - 9-999,Private not-for-profit,Midsize,Virginia
232423,James Madison University,7276,6222,23603.33333,10-000 - 19-999,Public,Small,Virginia
232557,Liberty University,7962,6704,30634,20-000 and above,Private not-for-profit,Small,Virginia
232609,Lynchburg College,16486,7138,41085,1-000 - 4-999,Private not-for-profit,Small,Virginia
232706,Marymount University,13500,6170,31898.66667,1-000 - 4-999,Private not-for-profit,Midsize,Virginia
232937,Norfolk State University,8371,3937,21817,5-000 - 9-999,Public,Midsize,Virginia
232982,Old Dominion University,7147,6222,20159,20-000 and above,Public,Midsize,Virginia
233301,Randolph College,19929,10771,42762,Under 1-000,Private not-for-profit,Small,Virginia
233374,University of Richmond,32995,5562,51376.66667,1-000 - 4-999,Private not-for-profit,Midsize,Virginia
233541,Shenandoah University,12951,7251,38406.66667,1-000 - 4-999,Private not-for-profit,Small,Virginia
233684,Strayer University-Virginia,1327,5596,25915.5,10-000 - 19-999,Private for-profit,Midsize,Virginia
233912,Virginia Intermont College,17252,6635,34285.33333,Under 1-000,Private not-for-profit,Small,Virginia
233921,Virginia Polytechnic Institute and State University,5517,6985,26166,20-000 and above,Public,Small,Virginia
234030,Virginia Commonwealth University,9427,6409,25821,20-000 and above,Public,Midsize,Virginia
234076,University of Virginia-Main Campus,15498,6717,32317.33333,20-000 and above,Public,Small,Virginia
234137,Virginia University of Lynchburg,2808,3470,17459.66667,Under 1-000,Private not-for-profit,Small,Virginia
234164,Virginia Union University,8606,6960,22866,1-000 - 4-999,Private not-for-profit,Midsize,Virginia
234173,Virginia Wesleyan College,15557,6681,39396.66667,1-000 - 4-999,Private not-for-profit,Large,Virginia
234915,City University of Seattle,2425,8090,26480,1-000 - 4-999,Private not-for-profit,Midsize,Washington
235024,Cornish College of the Arts,8842,8688,41413.33333,Under 1-000,Private not-for-profit,Large,Washington
235316,Gonzaga University,15736,6793,43167.33333,5-000 - 9-999,Private not-for-profit,Midsize,Washington
235769,Trinity Lutheran College,12224,5946,28782,Under 1-000,Private not-for-profit,Midsize,Washington
236328,University of Puget Sound,19052,6546,48700,1-000 - 4-999,Private not-for-profit,Midsize,Washington
236577,Seattle Pacific University,17416,7351,43195,1-000 - 4-999,Private not-for-profit,Large,Washington
236595,Seattle University,15679,7015,44194,5-000 - 9-999,Private not-for-profit,Large,Washington
236948,University of Washington-Seattle Campus,12323,5439,26630,20-000 and above,Public,Large,Washington
237011,Western Washington University,6607,5398,21183.66667,10-000 - 19-999,Public,Small,Washington
237312,University of Charleston,19957,8235,32144.33333,1-000 - 4-999,Private not-for-profit,Small,West Virginia
237525,Marshall University,7822,5581,18580.33333,10-000 - 19-999,Public,Small,West Virginia
237640,Ohio Valley University,10941,8173,25080.66667,Under 1-000,Private not-for-profit,Small,West Virginia
238032,West Virginia University,6861,6922,18346.66667,20-000 and above,Public,Small,West Virginia
238078,Wheeling Jesuit University,17835,6815,33249.33333,1-000 - 4-999,Private not-for-profit,Small,West Virginia
238193,Alverno College,14023,5832,30849,1-000 - 4-999,Private not-for-profit,Large,Wisconsin
238458,Carroll University,14335,6860,34040.66667,1-000 - 4-999,Private not-for-profit,Small,Wisconsin
238661,Edgewood College,12569,6689,32143.33333,1-000 - 4-999,Private not-for-profit,Midsize,Wisconsin
238935,DeVry University-Wisconsin,5324,8441,27297.5,Under 1-000,Private for-profit,Large,Wisconsin
239017,Lawrence University,19640,7037,48671,1-000 - 4-999,Private not-for-profit,Small,Wisconsin
239080,Marian University,11557,6613,29810.66667,1-000 - 4-999,Private not-for-profit,Small,Wisconsin
239105,Marquette University,13995,8207,39752,10-000 - 19-999,Private not-for-profit,Large,Wisconsin
239309,Milwaukee Institute of Art & Design,14666,7015,38480.66667,Under 1-000,Private not-for-profit,Large,Wisconsin
239318,Milwaukee School of Engineering,18190,5933,42826,1-000 - 4-999,Private not-for-profit,Large,Wisconsin
239390,Mount Mary College,16986,6337,32076,1-000 - 4-999,Private not-for-profit,Large,Wisconsin
240107,Viterbo University,15203,6372,29834.33333,1-000 - 4-999,Private not-for-profit,Small,Wisconsin
240268,University of Wisconsin-Eau Claire,3530,5878,19856.33333,10-000 - 19-999,Public,Small,Wisconsin
240277,University of Wisconsin-Green Bay,4845,5887,17131.33333,5-000 - 9-999,Public,Midsize,Wisconsin
240329,University of Wisconsin-La Crosse,3195,5933,19883.33333,10-000 - 19-999,Public,Small,Wisconsin
240338,Wisconsin Lutheran College,14462,5967,32036.66667,1-000 - 4-999,Private not-for-profit,Large,Wisconsin
240365,University of Wisconsin-Oshkosh,4259,5651,19347.33333,10-000 - 19-999,Public,Small,Wisconsin
240444,University of Wisconsin-Madison,5312,6599,24733,20-000 and above,Public,Midsize,Wisconsin
240453,University of Wisconsin-Milwaukee,6156,6472,23678.66667,20-000 and above,Public,Large,Wisconsin
241216,Atlantic University College,4432,3500,10305,1-000 - 4-999,Private not-for-profit,Small,Puerto Rico
241410,Pontifical Catholic University of Puerto Rico,6511,3307,12813.66667,5-000 - 9-999,Private not-for-profit,Midsize,Puerto Rico
241739,Universidad Metropolitana,6648,2131,16773.5,10-000 - 19-999,Private not-for-profit,Large,Puerto Rico
241766,Puerto Rico Conservatory of Music,6016,4000,12320,Under 1-000,Public,Large,Puerto Rico
241951,Escuela de Artes Plasticas de Puerto Rico,5156,0,16159,Under 1-000,Public,Large,Puerto Rico
242617,Inter American University of Puerto Rico-San German,5843,2686,13288.33333,5-000 - 9-999,Private not-for-profit,Small,Puerto Rico
242653,Inter American University of Puerto Rico-Metro,5687,3461,17518.5,10-000 - 19-999,Private not-for-profit,Large,Puerto Rico
242680,Inter American University of Puerto Rico-Fajardo,5840,3104,14043,1-000 - 4-999,Private not-for-profit,Small,Puerto Rico
242699,Inter American University of Puerto Rico-Guayama,6084,3344,15717.5,1-000 - 4-999,Private not-for-profit,Small,Puerto Rico
243197,University of Puerto Rico-Mayaguez,4948,3076,11739.83333,10-000 - 19-999,Public,Small,Puerto Rico
243212,University of Puerto Rico-Ponce,5652,3391,11902.5,1-000 - 4-999,Public,Midsize,Puerto Rico
243221,University of Puerto Rico-Rio Piedras,5407,3011,12839.66667,10-000 - 19-999,Public,Large,Puerto Rico
243443,University of Sacred Heart,6010,3787,15520,5-000 - 9-999,Private not-for-profit,Large,Puerto Rico
243577,Universidad Politecnica de Puerto Rico-Hato Rey Campus,5439,4579,22433,5-000 - 9-999,Private not-for-profit,Large,Puerto Rico
243586,Pontifical Catholic University of Puerto Rico-Mayaguez,5941,2685,11031.5,1-000 - 4-999,Private not-for-profit,Small,Puerto Rico
245883,Antioch University-Seattle,4586,5767,31202.5,Under 1-000,Private not-for-profit,Large,Washington
245953,Mid-America Christian University,9495,6017,24905,1-000 - 4-999,Private not-for-profit,Large,Oklahoma
248882,National American University-Albuquerque,6288,6611,21496.5,Under 1-000,Private for-profit,Large,New Mexico
260813,Platt College-Aurora,0,6470,35650.5,Under 1-000,Private for-profit,Large,Colorado
260901,Kaplan University-Davenport Campus,4412,8147,18275,20-000 and above,Private for-profit,Small,Iowa
262129,New College of Florida,8216,4374,26734.33333,Under 1-000,Public,Small,Florida
363712,Yeshivah Gedolah Rabbinical College,8283,0,17300,Under 1-000,Private not-for-profit,Small,Florida
363907,Caribbean University-Ponce,5552,2451,9430,1-000 - 4-999,Private not-for-profit,Midsize,Puerto Rico
363934,University of Advancing Technology,6558,11446,33865,1-000 - 4-999,Private for-profit,Midsize,Arizona
366003,South Florida Bible College and Theological Seminary,3744,9525,12811,Under 1-000,Private not-for-profit,Small,Florida
366748,Argosy University-Hawaii,7226,9091,23000,Under 1-000,Private for-profit,Large,Hawaii
367194,McNally Smith College of Music,6338,15252,38024,Under 1-000,Private for-profit,Large,Minnesota
367839,Colorado Heights University,1106,0,14449.33333,Under 1-000,Private not-for-profit,Large,Colorado
367936,Argosy University-Atlanta,3934,8432,22633,1-000 - 4-999,Private for-profit,Small,Georgia
372213,University of Phoenix-Online Campus,5192,8911,17169,20-000 and above,Private for-profit,Large,Arizona
372222,University of Phoenix-San Diego Campus,5085,8352,21753.5,5-000 - 9-999,Private for-profit,Large,California
373827,New England School of Communications,4810,8956,20584,Under 1-000,Private not-for-profit,Small,Maine
375230,Yeshiva Gedolah Imrei Yosef D'spinka,5550,0,11825,Under 1-000,Private not-for-profit,Large,New York
377564,University of Washington-Tacoma Campus,8256,5240,26627,1-000 - 4-999,Public,Midsize,Washington
378576,Pacific College of Oriental Medicine LLC-San Diego,4345,10810,29764.5,Under 1-000,Private for-profit,Large,California
382063,University of Phoenix-Puerto Rico Campus,5428,5713,16886.5,1-000 - 4-999,Private for-profit,Small,Puerto Rico
384412,Potomac College-Washington,4458,8122,19876,Under 1-000,Private for-profit,Large,District of Columbia
385619,Everglades University,7623,5227,23756,1-000 - 4-999,Private not-for-profit,Small,Florida
388520,College of Biblical Studies-Houston,333,1245,22416,Under 1-000,Private not-for-profit,Large,Texas
392840,Watkins College of Art Design & Film,10474,6422,30330.66667,Under 1-000,Private not-for-profit,Large,Tennessee
401223,World Mission University,2982,4478,14569,Under 1-000,Private not-for-profit,Large,California
402776,Southwest University of Visual Arts-Albuquerque,5640,6800,42499,Under 1-000,Private for-profit,Large,New Mexico
404338,Schiller International University,7209,8127,28036,Under 1-000,Private for-profit,Small,Florida
405058,Yeshivas Novominsk,5410,0,18896.66667,Under 1-000,Private not-for-profit,Large,New York
405854,Rabbinical College of Ohr Shimon Yisroel,7999,0,18866.66667,Under 1-000,Private not-for-profit,Large,New York
405979,University of Phoenix-Southern Arizona Campus,5378,8896,21129.5,1-000 - 4-999,Private for-profit,Large,Arizona
406006,University of Phoenix-Bay Area Campus,5148,8882,22252.5,1-000 - 4-999,Private for-profit,Large,California
406015,University of Phoenix-Southern California Campus,5031,8906,23063.5,10-000 - 19-999,Private for-profit,Midsize,California
410502,The Art Institute of California-Hollywood,7872,11138,33184,1-000 - 4-999,Private for-profit,Large,California
413413,Capella University,1931,3945,15423,20-000 and above,Private for-profit,Large,Minnesota
414595,Pacific College of Oriental Medicine-New York,3075,4210,44690.5,Under 1-000,Private for-profit,Large,New York
414878,Trine University-Regional/Non-Traditional Campuses,11900,9500,20220,Under 1-000,Private not-for-profit,Large,Indiana
416962,University of Phoenix-Las Vegas Campus,5026,9037,21129.5,1-000 - 4-999,Private for-profit,Large,Nevada
